video_id,question_type,question,a0,a1,a2,a3,a4,correct_idx,predicted_idx,is_correct,confidence,prob_a0,prob_a1,prob_a2,prob_a3,prob_a4,correct_answer,predicted_answer
PBH1vw_lxVs_000033_000043,explanatory,Why does [person_1] shovel plaster to the wall plastering machine?,It is snowing there . The hat can protect his head.,[person_1] is practicing playing field hockey.,[person_1] shovels plaster to the wall plastering machine so that the machine will plaster the wall automatically.,[person_1] is focusing on the work.,[person_1] has been selling coco for long time so he is proficient.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] shovels plaster to the wall plastering machine so that the machine will plaster the wall automatically.,[person_1] shovels plaster to the wall plastering machine so that the machine will plaster the wall automatically.
PBH1vw_lxVs_000033_000043,counterfactual_reason,Why?,"Because the machine can't run , [person_1] may have to plaster the wall without using it.",[person_1] will earn lots of money.,"Because the machine can run , [person_1] may have to plaster the wall without using it.","Because if [person_1] were not excited , [person_1] had no reason to take off the shirt.","Because the machine can't run , [person_1] may have to peal the wall without using it.",0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,"Because the machine can't run , [person_1] may have to plaster the wall without using it.","Because the machine can't run , [person_1] may have to plaster the wall without using it."
yQgRFtT5Hs8_000095_000105,counterfactual_reason,Why?,"If [person_1] doesn't open mouth , [person_1] can't reach into the innermost part of mouth to brush teeth.",It looks like that [person_1] is interested in tai chi performance because he is carefully watching [person_1].,[person_1] will have stress with the parents being there.,"If [person_1] is not as tall as the table , [person_1] can't cook here if [person_1] can't reach the things to cook.",[person_1] wants to show affection to [person_1].,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,"If [person_1] is not as tall as the table , [person_1] can't cook here if [person_1] can't reach the things to cook.","If [person_1] is not as tall as the table , [person_1] can't cook here if [person_1] can't reach the things to cook."
cscYLMEPU5I_000033_000043,descriptive,What color is the [backpack_1]?,The [backpack_1] is black.,The house opposite is yellow.,The wall is orange.,It is green.,It is red.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The [backpack_1] is black.,The [backpack_1] is black.
cscYLMEPU5I_000033_000043,explanatory,Why does [person_2] smell [person_1]'s feet?,[person_1] is squeezing oranges.,[person_1] is reading a book.,Because they are in a pillow fight.,[person_2] plays with [person_1].,"[person_1] , [person_2] and [person_2] are raising eyebrows.",3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] plays with [person_1].,[person_2] plays with [person_1].
cscYLMEPU5I_000033_000043,predictive,What is [person_1] going to do?,[person_1] is going to back the seat of [person_1].,[person_1] will continue kite surfing.,[person_1] is going to play with [person_2].,[person_1] may stand up and change the chair.,[person_1] is likely to learn how to make a basket.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to play with [person_2].,[person_1] is going to play with [person_2].
cscYLMEPU5I_000033_000043,predictive_reason,Why?,[person_1] is wearing a uniform and is squeezing oranges.,[person_1] knows that once the gas in the [person_1] is empty then it will be save for her . And that process needn't much time.,[person_1] raised the feet and [person_2] smelt the [person_1]'s feet.,Because [person_1] may finish being interviewed.,[person_2] is going to step out of the line.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] raised the feet and [person_2] smelt the [person_1]'s feet.,[person_1] raised the feet and [person_2] smelt the [person_1]'s feet.
cscYLMEPU5I_000033_000043,counterfactual,What will happen if [person_2] continues smelling the [person_1]'s feet?,The [person_2] would get an accident.,[person_1] can be injured.,[person_1] will try to practice playing again.,[person_2] will be very happy.,[person_2] might continue brushing his teeth.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] will be very happy.,[person_2] will be very happy.
yoCBvQwu6b4_000029_000039,descriptive,Where is [person_1]?,[person_1] is in the room.,[person_1] is in the yard.,[person_1] is in the skating rink.,[person_1] is next to the pool.,[person_1] is on a public bus.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is in the room.,[person_1] is in the room.
Wi2U-ISmxjU_000263_000273,explanatory,Why does [person_1] raise the hand of [person_1] towards the chess piece?,Because [person_1] is lifting weights.,[person_1] is trying to play the harmonica.,[person_1] is nearsighted.,Because [person_1] wants to make the movement of [person_1].,Because [person_1] is playing the guitar.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] wants to make the movement of [person_1].,Because [person_1] wants to make the movement of [person_1].
Wi2U-ISmxjU_000263_000273,predictive,What is [person_1] going to do?,[person_1] is going to give feedback about the smart phone.,[person_1] is going to keep going.,[person_1] is going to kneel on the ground.,[person_1] is going to think the next movement of [person_1].,[person_1] is going to blow more air into the balloon.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to think the next movement of [person_1].,[person_1] is going to think the next movement of [person_1].
fbI0WsOLe8Q_000000_000010,descriptive,what is [person_1] wearing on their head?,30 years old.,[person_1] is wearing a hat on his head.,Ten cups are arranged into a triangle.,The t - shirt is white.,[person_1] is skipping rope on the carpet.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is wearing a hat on his head.,[person_1] is wearing a hat on his head.
fbI0WsOLe8Q_000000_000010,explanatory,why is [person_1] standing in front of the camera?,[person_1] is practicing standing on his hands.,[person_1] is standing up to play his guitar in front of the camera.,[person_1] is playing cymbals in the room.,They are the audiences and the judges.,[person_1] is using a shovel to shovel the plaster and throw it on the wall.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is standing up to play his guitar in front of the camera.,[person_1] is standing up to play his guitar in front of the camera.
fbI0WsOLe8Q_000000_000010,counterfactual,what would happen if the guitar strap broke off the guitar [person_1] is holding?,[person_1] can't stack dice.,[person_1] will scream.,The man would clean it.,[person_1] will go find it.,[person_1] might not be expecting it and accidentally drop his guitar on the floor.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] might not be expecting it and accidentally drop his guitar on the floor.,[person_1] might not be expecting it and accidentally drop his guitar on the floor.
fbI0WsOLe8Q_000000_000010,counterfactual_reason,Why?,"Although [person_1] feels hurt from his expression , he seems to be able to hold on.","if [person_1] didn't have a good grip on the guitar , it would fall to the floor.",The [person_1] wants to throw the snowball into the [person_1].,Because [person_1] won't mean to do this and when people do something bad accidentally they will say sorry.,Because [person_1] is too young and don't have that strength.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] won't mean to do this and when people do something bad accidentally they will say sorry.,Because [person_1] won't mean to do this and when people do something bad accidentally they will say sorry.
NC5QAnXAwT0_000001_000011,explanatory,Why is [person_1] wearing a helmet?,Because [person_1] tries to clamp the beer cap with his belly meat.,[person_1] raises [person_1]'s head to look directly at the camera.,Because helmet keeps [person_1] from getting hurt.,Because [person_1] needs the weight lifting to practice snatching.,Because [person_1] is snatching weight lifting.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,Because helmet keeps [person_1] from getting hurt.,Because helmet keeps [person_1] from getting hurt.
NC5QAnXAwT0_000001_000011,counterfactual,What will happen if [person_1] falls?,Maybe [person_1] will get hurt.,[person_1] will stand up.,Maybe [person_1] will get healthy.,[person_1] will need help to stand up.,Maybe [person_1] will prevent hurt.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Maybe [person_1] will get hurt.,Maybe [person_1] will get hurt.
NqIhfcghybE_000038_000048,descriptive,What shirt color is [person_1] wearing?,[person_1] is wearing a black T - shirt.,[person_1] is wearing a white stripes shirt.,[person_1] is standing behind [person_1].,Two.,[person_1] is in a sitting position.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is wearing a black T - shirt.,[person_1] is wearing a black T - shirt.
NqIhfcghybE_000038_000048,explanatory,Why does [person_2] smile?,[person_2] hit the same cup in beer pong.,[person_2] is happy.,[person_2] swings her arms to keep balance.,[person_2] needed to grab the bar.,[person_2] is frustrated about stacking cups.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is happy.,[person_2] is happy.
NqIhfcghybE_000038_000048,predictive,What will [person_1] and [person_2] do next after this practice?,[person_1] and [person_2] will dump them in the dirt mound back there.,[person_1] will eat the them.,[person_1] will drink coconut water.,[person_1] and [person_2] will stop practicing.,[person_1] would go to the manager.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] and [person_2] will stop practicing.,[person_1] and [person_2] will stop practicing.
HGi-QZes6rA_000015_000025,descriptive,How many people are there?,There are 4 people.,There are 7 people.,There are eight people.,There are 5 people.,There are two people.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,There are eight people.,There are eight people.
KqUDCVTVMGg_000052_000062,predictive_reason,Why?,Because [person_1] looks at the lake . Maybe something happens that catches his attention.,Because [person_1] is very happy.,Because [person_1] has successfully finished the training.,Maybe [person_1] looks thirsty and tired.,Maybe [person_1] loves to read.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] looks at the lake . Maybe something happens that catches his attention.,Because [person_1] looks at the lake . Maybe something happens that catches his attention.
ZqymOKeVjA8_000043_000053,descriptive,Where is [bowl_1] placed?,[bowl_1] is enthusiastically cleaning the shoes.,[bowl_1] is placed on the kitchen table.,[bowl_1] is folding a shirt.,[bowl_1] is opening a coco.,It's black.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[bowl_1] is placed on the kitchen table.,[bowl_1] is placed on the kitchen table.
ZqymOKeVjA8_000043_000053,explanatory,How does [person_1] use apple corer?,Because the automatic machine will peel the apples.,[person_1] is unwrapping her present to see her gift inside.,[person_1] and [person_1] are spinning for [person_1] jumping.,[person_1] and [person_1] are playing luge sport.,"[person_1] press apple corer straight down , force the tool into the apple.",4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,"[person_1] press apple corer straight down , force the tool into the apple.","[person_1] press apple corer straight down , force the tool into the apple."
ZqymOKeVjA8_000043_000053,predictive,What is [person_1] going to do?,[person_1] may keep trying to drink.,[person_1] may spray water on the flowers.,[person_1] is going to put the apple slice into the big bowl.,[person_1] does a workout.,[person_1] continues to introduce the book.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is going to put the apple slice into the big bowl.,[person_1] is going to put the apple slice into the big bowl.
ZqymOKeVjA8_000043_000053,predictive_reason,Why?,[person_1] is crawling on the floor.,[person_1] is a baby lying on the floor.,[person_1] is holding the bottle.,[person_1] is hooping very hard.,Having a big bowl that contains a lot of apple slices.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Having a big bowl that contains a lot of apple slices.,Having a big bowl that contains a lot of apple slices.
ZqymOKeVjA8_000043_000053,counterfactual,What will happen if the apple corer is stuck?,Perhaps [person_1] will stop practicing.,The baby will cry.,[person_1] will throw [person_1] away.,[person_1] will push apple corer harder.,The player who wears number 75 will probably get a score.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will push apple corer harder.,[person_1] will push apple corer harder.
ZqymOKeVjA8_000043_000053,counterfactual_reason,Why?,The weights is very heavy.,[person_1] is a kid so [person_1] can not keep up [person_1].,Their mistakes would lead to loss.,Because it requires far too much pressure to cut through an apple.,"[person_1] is a man , [person_1] is strong and heavy.",3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Because it requires far too much pressure to cut through an apple.,Because it requires far too much pressure to cut through an apple.
nhUHw83o_8o_000002_000012,descriptive,How many people are there?,There are five people.,There are four.,There are 4 people.,There are seven people.,There are four people.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,There are seven people.,There are seven people.
